team_id;fifa_version;team_name;league_name;league_level;nationality_id;nationality_name;coach_id;home_stadium;international_prestige
1;15;Arsenal;Premier League;1;14;England;307;Emirates Stadium;18
2;15;Aston Villa;Premier League;1;14;England;50;Villa Park;15
3;15;Blackburn Rovers;Championship;2;14;England;23174;Ivy Lane;13
4;15;Bolton Wanderers;League One;2;14;England;491;Sanderson Park (FIFA 13 NEW generic);12
5;15;Chelsea;Premier League;1;14;England;452683;Stamford Bridge;20
7;15;Everton;Premier League;1;14;England;95;Goodison Park;16
8;15;Leeds United;Championship;2;14;England;524552;Eastpoint Arena (Football Ground);12
9;15;Liverpool;Premier League;1;14;England;455353;Anfield;18
10;15;Manchester City;Premier League;1;14;England;455361;Etihad Stadium;19
11;15;Manchester United;Premier League;1;14;England;456113;Old Trafford;20
12;15;Middlesbrough;Championship;2;14;England;37664674;Molton Road (Sheldon Stadium);10
13;15;Newcastle United;Premier League;1;14;England;523911;St. James' Park;16
14;15;Nottingham Forest;Premier League;2;14;England;37250724;Forest Park Stadium (Square Ground);9
15;15;Queens Park Rangers;Championship;1;14;England;37633958;Kiyan Prince Foundation;14
17;15;Southampton;Championship;1;14;England;524297;St. Mary's Stadium;13
18;15;Tottenham Hotspur;Premier League;1;14;England;455384;White Hart Lane;17
19;15;West Ham United;Premier League;1;14;England;455355;Boleyn Ground (Upton Park);14
21;15;FC Bayern München;Bundesliga;1;21;Germany;458813;Allianz Arena;20
22;15;Borussia Dortmund;Bundesliga;1;21;Germany;417317;Signal Iduna Park;18
23;15;Borussia Mönchengladbach;Bundesliga;1;21;Germany;460535;Waldstadion (Fussballstadion);14
25;15;SC Freiburg;Bundesliga;1;21;Germany;460197;Ivy Lane;11
28;15;Hamburger SV;2. Bundesliga;1;21;Germany;1552477;Volksparkstadion;15
29;15;Kaiserslautern;2. Bundesliga;2;21;Germany;896509;Stadion Europa (Generic Europe 2);10
31;15;FC Köln;Bundesliga;1;21;Germany;29676;Waldstadion (Fussballstadion);12
32;15;Bayer 04 Leverkusen;Bundesliga;1;21;Germany;511;Waldstadion (Fussballstadion);16
33;15;1860 München;3. Liga;2;21;Germany;456450;Allianz Arena;10
34;15;Schalke 04;2. Bundesliga;1;21;Germany;37336957;Veltins-Arena;16
36;15;VfB Stuttgart;Bundesliga;1;21;Germany;45305;Stadion Olympik;14
38;15;Werder Bremen;Bundesliga;1;21;Germany;20693423;Waldstadion (Fussballstadion);13
39;15;Atalanta;Serie A;1;27;Italy;456038;Stadio Classico;13
44;15;Inter;Serie A;1;27;Italy;128160;San Siro;18
45;15;Juventus;Serie A;1;27;Italy;455957;Juventus Arena;19
46;15;Lazio;Serie A;1;27;Italy;455926;Stadio Olimpico;17
47;15;Milan;Serie A;1;27;Italy;459100;San Siro;18
48;15;Napoli;Serie A;1;27;Italy;523897;Stadion Olympik;17
50;15;Parma;Serie B;1;27;Italy;130528;Arena d'Oro;13
52;15;Roma;Serie A;1;27;Italy;455375;Stadio Olimpico;17
54;15;Torino;Serie A;1;27;Italy;127980;Stadio Classico;11
55;15;Udinese;Serie A;1;27;Italy;1553200;Estadio de las Artes (Generic Stadium NG);15
57;15;Auxerre;Ligue 2;2;18;France;524286;Forest Park Stadium (Square Ground);12
58;15;Bastia;Ligue 2;1;18;France;1677031;Town Park;11
59;15;Bordeaux;Ligue 2;1;18;France;529830;Stadio Classico;14
62;15;Guingamp;Ligue 2;1;18;France;94341;Court Lane;10
64;15;Lens;Ligue 1;1;18;France;896608;Ivy Lane;12
65;15;Lille;Ligue 1;1;18;France;455945;Waldstadion (Fussballstadion);15
66;15;Olympique Lyonnais;Ligue 1;1;18;France;37438919;Stade Gerland;16
68;15;Metz;Ligue 1;1;18;France;2158433;Ivy Lane;9
69;15;Monaco;Ligue 1;1;18;France;2158189;Euro Arena;15
70;15;Montpellier;Ligue 1;1;18;France;464744;Forest Park Stadium (Square Ground);13
71;15;Nantes;Ligue 1;1;18;France;459054;Estadio de las Artes (Generic Stadium NG);12
72;15;Nice;Ligue 1;1;18;France;455672;Waldstadion (Fussballstadion);12
73;15;Paris Saint Germain;Ligue 1;1;18;France;524011;Parc des Princes;18
74;15;Rennes;Ligue 1;1;18;France;523953;Stade Municipal;13
77;15;Aberdeen;Premiership;1;42;Scotland;1621;Ivy Lane;7
78;15;Celtic;Premiership;1;42;Scotland;896805;Eastpoint Arena (Football Ground);11
82;15;Kilmarnock;Premiership;1;42;Scotland;896462;Court Lane;5
83;15;Motherwell;Premiership;1;42;Scotland;171878;Ivy Lane;6
86;15;Rangers;Premiership;2;42;Scotland;23237;Eastpoint Arena (Football Ground);8
88;15;Birmingham City;Championship;2;14;England;2146;Ivy Lane;9
89;15;Charlton Athletic;League One;2;14;England;37386304;Ivy Lane;7
91;15;Derby County;League One;2;14;England;3311;Molton Road (Sheldon Stadium);9
94;15;Ipswich Town;Championship;2;14;England;37524146;Ivy Lane;8
95;15;Leicester City;Championship;1;14;England;896460;King Power Stadium;10
97;15;Millwall;Championship;2;14;England;455453;Ivy Lane;7
106;15;Sunderland;Championship;1;14;England;455344;Stadium of Light;14
109;15;West Bromwich Albion;Championship;1;14;England;37453069;The Hawthorns;14
110;15;Wolverhampton Wanderers;Premier League;2;14;England;1198;Ivy Lane;12
121;15;Crewe Alexandra;League Two;3;14;England;37629634;Court Lane;3
127;15;Shrewsbury Town;League One;4;14;England;5332015;Court Lane;3
142;15;Doncaster Rovers;League Two;3;14;England;607;Molton Road (Sheldon Stadium);6
143;15;Exeter City;League One;4;14;England;10629;Town Park;3
144;15;Fulham;Premier League;2;14;England;455424;Ivy Lane;14
160;15;VfL Bochum 1848;Bundesliga;2;21;Germany;526236;Stadion Neder;9
165;15;SpVgg Greuther Fürth;2. Bundesliga;2;21;Germany;197165;Court Lane;8
166;15;Hertha BSC;2. Bundesliga;1;21;Germany;458610;Olympiastadion;12
169;15;FSV Mainz 05;Bundesliga;1;21;Germany;29535;Ivy Lane;12
171;15;Nürnberg;2. Bundesliga;2;21;Germany;523936;O Dromo;11
175;15;VfL Wolfsburg;Bundesliga;1;21;Germany;524537;Waldstadion (Fussballstadion);16
180;15;Dundee;Premiership;1;42;Scotland;455462;Town Park;3
181;15;Dundee United;Premiership;1;42;Scotland;171828;Court Lane;7
184;15;Hamilton Academical;Premiership;1;42;Scotland;1452147;Town Park;3
189;15;Bologna;Serie A;2;27;Italy;95726;Stadio Classico;14
190;15;Brescia;Serie B;2;27;Italy;1452340;Stadio Classico;11
191;15;Salzburg;Bundesliga;1;4;Austria;30314;Waldstadion (Fussballstadion);10
192;15;Chievo;Serie B;1;27;Italy;456552;O Dromo;11
199;15;Perugia;Serie B;2;27;Italy;468798;Crown Lane;7
200;15;Pescara;Serie B;2;27;Italy;1872679;Stadio Classico;9
206;15;Hellas Verona;Serie A;1;27;Italy;22877956;O Dromo;9
209;15;Sturm Graz;Bundesliga;1;4;Austria;1452203;Stadion Neder;7
210;15;Caen;Ligue 2;1;18;France;456153;Stade Municipal;10
212;15;Châteauroux;Ligue 2;2;18;France;2510462;Court Lane;7
217;15;Lorient;Ligue 1;1;18;France;529482;Stade Municipal;12
219;15;Olympique de Marseille;Ligue 1;1;18;France;407845;Sanderson Park (FIFA 13 NEW generic);16
224;15;Nîmes;Ligue 2;2;18;France;464864;Forest Park Stadium (Square Ground);4
226;15;Sochaux;Ligue 2;2;18;France;97208;Waldstadion (Fussballstadion);12
229;15;Anderlecht;Jupiler Pro League;1;7;Belgium;1030184;Stade Municipal;13
231;15;Club Brugge;Jupiler Pro League;1;7;Belgium;121;Waldstadion (Fussballstadion);12
232;15;Standard Liège;Jupiler Pro League;1;7;Belgium;455793;Waldstadion (Fussballstadion);13
234;15;Benfica;Liga Portugal;1;38;Portugal;883017;Waldstadion (Fussballstadion);16
236;15;Porto;Liga Portugal;1;38;Portugal;523928;Estadio de las Artes (Generic Stadium NG);17
237;15;Sporting CP;Liga Portugal;1;38;Portugal;158158;Waldstadion (Fussballstadion);14
239;15;Lierse SK;Jupiler Pro League;1;7;Belgium;9964181;Crown Lane;7
240;15;Atlético Madrid;La Liga;1;45;Spain;452946;Estadio Vicente Calderon;19
241;15;FC Barcelona;La Liga;1;45;Spain;184942;Camp Nou;20
242;15;Deportivo de La Coruña;La Liga 2;1;45;Spain;27462686;Waldstadion (Fussballstadion);12
243;15;Real Madrid;La Liga;1;45;Spain;455800;Estadio Santiago Bernabéu;20
244;15;Real Zaragoza;La Liga 2;2;45;Spain;37552521;La Canchita (El Reducto);12
245;15;Ajax;Eredivisie;1;34;Netherlands;23435;Johan Cruijff ArenA;14
246;15;Feyenoord;Eredivisie;1;34;Netherlands;23180;Eastpoint Arena (Football Ground);12
247;15;PSV;Eredivisie;1;34;Netherlands;30963;Waldstadion (Fussballstadion);14
254;15;Rapid Wien;Bundesliga;1;4;Austria;51306;Stadion Olympik;8
256;15;Austria Wien;Bundesliga;1;4;Austria;37575021;Court Lane;8
260;15;Tenerife;La Liga 2;2;45;Spain;455944;Estadio Presidente G.Lopes;7
269;15;Brøndby;Superliga;1;13;Denmark;896137;Waldstadion (Fussballstadion);9
270;15;Silkeborg;Superliga;1;13;Denmark;457779;Crown Lane;5
272;15;OB;Superliga;1;13;Denmark;465296;Court Lane;7
280;15;Olympiakos Piraeus;Super League;1;22;Greece;455493;Stadion Neder;14
286;15;Vaduz;Super League;1;47;Switzerland;197318;Town Park;2
294;15;Troyes;Ligue 2;2;18;France;1477272;Forest Park Stadium (Square Ground);8
298;15;Rosenborg;Eliteserien;1;36;Norway;18567633;Forest Park Stadium (Square Ground);9
299;15;Lillestrøm;Eliteserien;1;36;Norway;458681;Stadion Neder;6
300;15;Viking;Eliteserien;1;36;Norway;37571867;Stadion Neder;7
305;15;Bohemians;Premier Division;1;25;Republic of Ireland;1182371;Court Lane;2
306;15;Shamrock Rovers;Premier Division;1;25;Republic of Ireland;120775;Crown Lane;2
312;15;Dinamo Moscow;Premier League;1;40;Russia;455363;Ivy Lane;16
315;15;CSKA Moskva;Premier League;1;40;Russia;3181403;Ivy Lane;16
319;15;IFK Göteborg;Allsvenskan;1;46;Sweden;452689;Stadion Neder;8
320;15;Malmö FF;Allsvenskan;1;46;Sweden;474444;Stade Municipal;8
321;15;Halmstad;Allsvenskan;1;46;Sweden;452677;Stade Municipal;5
322;15;Grasshopper;Super League;1;47;Switzerland;896655;Euro Arena;6
325;15;Galatasaray;Super Lig;1;48;Turkey;199988;Sanderson Park (FIFA 13 NEW generic);15
326;15;Fenerbahçe;Super Lig;1;48;Turkey;523923;Waldstadion (Fussballstadion);14
327;15;Be?ikta?;Super Lig;1;48;Turkey;896570;Stadio Classico;14
346;15;Yeovil Town;League Two;3;14;England;10631;Town Park;4
357;15;Morecambe;League Two;4;14;England;524027;Crown Lane;1
361;15;Stevenage;League One;4;14;England;524208;Town Park;3
373;15;Dagenham and Redbridge;League Two;4;14;England;16436;Town Park;2
378;15;Brest;Ligue 1;2;18;France;456603;Court Lane;9
379;15;Stade de Reims;Ligue 1;1;18;France;523909;Stade Municipal;10
393;15;PAOK;Super League;1;22;Greece;458545;Stadion 23. Maj;10
417;15;Molde;Eliteserien;1;36;Norway;32396043;Stadion Neder;8
420;15;Górnik Zabrze;Ekstraklasa;1;37;Poland;20693356;Euro Park;5
422;15;Cork City;Premier Division;1;25;Republic of Ireland;2615;Town Park;2
423;15;St Patrick's;Premier Division;1;25;Republic of Ireland;121795;Town Park;2
432;15;Helsingborg;Allsvenskan;1;46;Sweden;51459;Molton Road (Sheldon Stadium);8
433;15;AIK;Allsvenskan;1;46;Sweden;184993;Waldstadion (Fussballstadion);7
434;15;FC Aarau;Super League;1;47;Switzerland;23247;Stadion 23. Maj;3
436;15;Trabzonspor;Super Lig;1;48;Turkey;460597;Euro Arena;13
445;15;Derry City;Premier Division;1;25;Republic of Ireland;120315;Euro Park;2
448;15;Athletic Club;La Liga;1;45;Spain;470943;Waldstadion (Fussballstadion);16
449;15;Real Betis;La Liga;2;45;Spain;523898;La Canchita (El Reducto);13
450;15;Celta de Vigo;La Liga;1;45;Spain;251872;Stadio Classico;12
452;15;Espanyol;La Liga 2;1;45;Spain;466541;Waldstadion (Fussballstadion);15
453;15;Mallorca;La Liga;2;45;Spain;896798;Stadio Comunale (Olimpico Generico);13
456;15;Racing Santander;La Liga 2;2;45;Spain;524660;Stade Municipal;11
457;15;Real Sociedad;La Liga;1;45;Spain;530755;O Dromo;15
459;15;Sporting Gijón;La Liga 2;2;45;Spain;896649;Stade Municipal;10
461;15;Valencia;La Liga;1;45;Spain;127965;Estadio Mestalla;16
462;15;Real Valladolid;La Liga 2;2;45;Spain;1068543;La Canchita (El Reducto);12
463;15;Deportivo Alavés;La Liga;2;45;Spain;16111977;Stade Municipal;4
467;15;SD Eibar;La Liga 2;1;45;Spain;883095;Crown Lane;5
468;15;Elche;La Liga 2;1;45;Spain;467859;La Canchita (El Reducto);10
472;15;Las Palmas;La Liga;2;45;Spain;7330518;El Monumento (Estadio Latino);7
477;15;CD Numancia;La Liga 2;2;45;Spain;32405547;Stadion Neder;8
479;15;Osasuna;La Liga;2;45;Spain;456423;La Canchita (El Reducto);13
480;15;Rayo Vallecano;La Liga;1;45;Spain;19960388;Crown Lane;13
481;15;Sevilla;La Liga;1;45;Spain;456014;El Libertador (La Bombastico);17
483;15;Villarreal;La Liga;1;45;Spain;455907;Ivy Lane;13
485;15;Hannover 96;2. Bundesliga;1;21;Germany;33182;Waldstadion (Fussballstadion);13
506;15;Erzgebirge Aue;3. Liga;2;21;Germany;29740;Crown Lane;6
550;15;VfR Aalen;3. Liga;2;21;Germany;459598;Town Park;4
563;15;Sligo Rovers;Premier Division;1;25;Republic of Ireland;120469;Town Park;2
570;15;Ternana;Serie B;2;27;Italy;1553030;Euro Park;3
571;15;RC Recreativo de Huelva;La Liga 2;2;45;Spain;164110;Estadio Nacional (El Medio);9
573;15;Málaga;La Liga 2;1;45;Spain;455648;La Canchita (El Reducto);15
605;15;Al Hilal;Pro League;1;183;Saudi Arabia;1552810;King Fahd International Stadium;8
607;15;Al Ittihad;Pro League;1;183;Saudi Arabia;455991;Stade Kokoto (Generic Africa 2);7
614;15;Ajaccio;Ligue 2;2;18;France;455815;Court Lane;10
620;15;Inverness Caledonian Thistle;Premiership;1;42;Scotland;37575667;Town Park;5
631;15;Ross County;Premiership;1;42;Scotland;6971069;Court Lane;2
647;15;SC Cambuur;Eredivisie;1;34;Netherlands;456650;Crown Lane;6
650;15;ADO Den Haag;Eredivisie;1;34;Netherlands;497;Molton Road (Sheldon Stadium);8
665;15;Vitória de Setúbal;Liga Portugal;1;38;Portugal;1552921;Akaaroa Stadium;9
670;15;Sporting Charleroi;Jupiler Pro League;1;7;Belgium;37575018;Court Lane;6
673;15;Genk;Jupiler Pro League;1;7;Belgium;3533861;Waldstadion (Fussballstadion);9
674;15;Gent;Jupiler Pro League;1;7;Belgium;896519;Waldstadion (Fussballstadion);9
681;15;Westerlo;Jupiler Pro League;1;7;Belgium;31205;Molton Road (Sheldon Stadium);5
682;15;KV Oostende;Jupiler Pro League;1;7;Belgium;1030203;Court Lane;6
687;15;Columbus Crew;Major League Soccer;1;95;United States;429924;Arena del Centenario (Estadio del Pueblo);7
688;15;DC United;Major League Soccer;1;95;United States;579;O Dromo;6
689;15;New York RB;Major League Soccer;1;95;United States;1854915;Waldstadion (Fussballstadion);9
691;15;New England;Major League Soccer;1;95;United States;474428;Estadio de las Artes (Generic Stadium NG);6
693;15;Chicago Fire;Major League Soccer;1;95;United States;261388;Crown Lane;6
694;15;Colorado Rapids;Major League Soccer;1;95;United States;20326070;Crown Lane;6
695;15;Dallas;Major League Soccer;1;95;United States;37608726;Arena del Centenario (Estadio del Pueblo);6
696;15;Sporting Kansas City;Major League Soccer;1;95;United States;524398;Stadion Neder;7
697;15;LA Galaxy;Major League Soccer;1;95;United States;516577;Stadion Neder;8
698;15;Houston Dynamo;Major League Soccer;1;95;United States;37430442;Estadio Nacional (El Medio);7
700;15;Elfsborg;Allsvenskan;1;46;Sweden;457107;Stade Municipal;8
702;15;Norrköping;Allsvenskan;1;46;Sweden;459045;Stade Municipal;6
705;15;Örebro;Allsvenskan;1;46;Sweden;189622;Crown Lane;5
710;15;Djurgården;Allsvenskan;1;46;Sweden;37528432;Waldstadion (Fussballstadion);7
711;15;Häcken;Allsvenskan;1;46;Sweden;896740;Town Park;6
742;15;Bursaspor;Super Lig;1;48;Turkey;37553899;Stadio Classico;12
744;15;Rio Ave;Liga Portugal;1;38;Portugal;1553235;Arena d'Oro;8
780;15;Ried;Bundesliga;1;4;Austria;37530232;Stadion Neder;6
819;15;København;Superliga;1;13;Denmark;117955;Waldstadion (Fussballstadion);10
820;15;AaB;Superliga;1;13;Denmark;24065134;Molton Road (Sheldon Stadium);8
837;15;Dundalk;Premier Division;1;25;Republic of Ireland;12393693;Court Lane;2
838;15;Bray Wanderers;Premier Division;1;25;Republic of Ireland;978851;Town Park;1
873;15;Lech Pozna?;Ekstraklasa;1;37;Poland;523929;Sanderson Park (FIFA 13 NEW generic);9
874;15;Ruch Chorzów;Ekstraklasa;1;37;Poland;1552966;Stadion 23. Maj;7
894;15;Zürich;Super League;1;47;Switzerland;518875;Euro Arena;8
896;15;Basel;Super League;1;47;Switzerland;29612;Stadion Europa (Generic Europe 2);11
897;15;Luzern;Super League;1;47;Switzerland;127536;Molton Road (Sheldon Stadium);5
898;15;St. Gallen;Super League;1;47;Switzerland;455701;Molton Road (Sheldon Stadium);4
900;15;Young Boys;Super League;1;47;Switzerland;407770;Waldstadion (Fussballstadion);8
917;15;Stabæk;Eliteserien;1;36;Norway;455941;Stadion Neder;6
918;15;Bodø / Glimt;Eliteserien;1;36;Norway;452732;Town Park;3
919;15;Brann;Eliteserien;1;36;Norway;152235;Forest Park Stadium (Square Ground);7
920;15;Vålerenga;Eliteserien;1;36;Norway;456414;Eastpoint Arena (Football Ground);8
922;15;Strømsgodset;Eliteserien;1;36;Norway;37524364;Crown Lane;6
974;15;Korea Republic;Friendly International;;167;Korea Republic;896510;Estadio de las Artes (Generic Stadium NG);11
981;15;Seongnam;K League 1;1;167;Korea Republic;37656417;Euro Arena;4
982;15;Seoul;K League 1;1;167;Korea Republic;37523318;Estadio de las Artes (Generic Stadium NG);7
983;15;Suwon Bluewings;K League 1;1;167;Korea Republic;22536116;Estadio de las Artes (Generic Stadium NG);5
1013;15;San Lorenzo;Liga Profesional;1;52;Argentina;34492065;Stadio Classico;11
1028;15;Monarcas Morelia;Liga MX;1;83;Mexico;251906;Estadio Presidente G.Lopes;5
1032;15;Monterrey;Liga MX;1;83;Mexico;896767;Arena d'Oro;9
1318;15;England;Friendly International;;14;England;474589;Wembley Stadium;16
1322;15;Austria;Friendly International;;4;Austria;19960383;Stadion Olympik;9
1325;15;Belgium;Friendly International;;7;Belgium;474796;O Dromo;13
1327;15;Bulgaria;Friendly International;;9;Bulgaria;7714354;Stadio Comunale (Olimpico Generico);10
1330;15;Czech Republic;Friendly International;;12;Czech Republic;524176;Stadion Neder;11
1331;15;Denmark;Friendly International;;13;Denmark;458506;Waldstadion (Fussballstadion);11
1334;15;Finland;Friendly International;;17;Finland;474417;Stadion Olympik;6
1335;15;France;Friendly International;;18;France;474616;Parc des Princes;18
1337;15;Germany;Friendly International;;21;Germany;37352367;Olympiastadion;20
1338;15;Greece;Friendly International;;22;Greece;467464;Stadion Neder;14
1343;15;Italy;Friendly International;;27;Italy;784486;Stadio Olimpico;18
1352;15;Norway;Friendly International;;36;Norway;523962;Eastpoint Arena (Football Ground);9
1353;15;Poland;Friendly International;;37;Poland;458563;Sanderson Park (FIFA 13 NEW generic);11
1354;15;Portugal;Friendly International;;38;Portugal;896314;Waldstadion (Fussballstadion);16
1355;15;Republic of Ireland;Friendly International;;25;Republic of Ireland;536978;Estadio de las Artes (Generic Stadium NG);10
1356;15;Romania;Friendly International;;39;Romania;883002;Stadion Olympik;10
1357;15;Russia;Friendly International;;40;Russia;10264954;Stadion Olympik;12
1359;15;Scotland;Friendly International;;42;Scotland;6983788;Stadion Olympik;9
1361;15;Slovenia;Friendly International;;44;Slovenia;459651;Molton Road (Sheldon Stadium);10
1362;15;Spain;Friendly International;;45;Spain;523959;Estadio Santiago Bernabéu;20
1363;15;Sweden;Friendly International;;46;Sweden;474427;Forest Park Stadium (Square Ground);11
1364;15;Switzerland;Friendly International;;47;Switzerland;461203;Waldstadion (Fussballstadion);11
1365;15;Turkey;Friendly International;;48;Turkey;896131;Waldstadion (Fussballstadion);13
1367;15;Wales;Friendly International;;50;Wales;896501;Ivy Lane;8
1369;15;Argentina;Friendly International;;52;Argentina;127611;El Monumento (Estadio Latino);19
1370;15;Brazil;Friendly International;;54;Brazil;474720;O Dromo;20
1375;15;Paraguay;Friendly International;;58;Paraguay;455898;Estadio Presidente G.Lopes;8
1377;15;Uruguay;Friendly International;;60;Uruguay;896757;El Libertador (La Bombastico);14
1386;15;Mexico;Friendly International;;83;Mexico;896771;Estadio Azteca;15
1387;15;United States;Friendly International;;95;United States;455860;Estadio de las Artes (Generic Stadium NG);13
1395;15;Cameroon;Friendly International;;103;Cameroon;200087;Stade Kokoto (Generic Africa 2);12
1415;15;Australia;Friendly International;;195;Australia;1525420;Stadion Hanguk;11
1439;15;Kalmar;Allsvenskan;1;46;Sweden;189541;Waldstadion (Fussballstadion);7
1445;15;Esbjerg fB;Superliga;1;13;Denmark;5283402;Town Park;5
1447;15;SønderjyskE;Superliga;1;13;Denmark;82956;Town Park;5
1456;15;Odd;Eliteserien;1;36;Norway;37430188;Crown Lane;5
1458;15;Kayseri Erciyesspor;Super Lig;1;48;Turkey;3876656;Sanderson Park (FIFA 13 NEW generic);4
1463;15;Haugesund;Eliteserien;1;36;Norway;6972209;Euro Park;5
1465;15;Sogndal Fotball;Eliteserien;1;36;Norway;3125;Town Park;5
1473;15;Ulsan;K League 1;1;167;Korea Republic;452818;Waldstadion (Fussballstadion);5
1474;15;Pohang Steelers;K League 1;1;167;Korea Republic;319508;Stade Municipal;6
1475;15;Jeonnam Dragons;K League 1;1;167;Korea Republic;37640409;Stadio Classico;2
1476;15;Busan I'Park;K League 1;1;167;Korea Republic;13186192;Stadion Olympik;2
1477;15;Jeonbuk Motors;K League 1;1;167;Korea Republic;319820;Forest Park Stadium (Square Ground);7
1478;15;Jeju United;K League 1;1;167;Korea Republic;942499;Estadio de las Artes (Generic Stadium NG);4
1480;15;Carlisle United;League One;4;14;England;37354684;Crown Lane;4
1516;15;Midtjylland;Superliga;1;13;Denmark;37354876;Stadion Neder;7
1524;15;Start;Eliteserien;1;36;Norway;33587121;Stadion Neder;5
1530;15;Angers SCO;Ligue 2;2;18;France;37331744;Town Park;7
1572;15;Drogheda United;Premier Division;1;25;Republic of Ireland;37618984;Town Park;1
1715;15;FC Thun;Super League;1;47;Switzerland;468615;Stadion Neder;6
1738;15;Le Havre;Ligue 1;2;18;France;3187813;Waldstadion (Fussballstadion);7
1744;15;Modena;Serie B;2;27;Italy;1553202;Crown Lane;8
1746;15;Empoli;Serie A;1;27;Italy;127616;Euro Park;8
1750;15;Cercle Brugge;Jupiler Pro League;1;7;Belgium;35279764;Waldstadion (Fussballstadion);6
1754;15;Partick Thistle FC;Premiership;1;42;Scotland;1532970;Town Park;2
1755;15;Aalesund;Eliteserien;1;36;Norway;458536;Court Lane;6
1786;15;Randers;Superliga;1;13;Denmark;457649;Stadion 23. Maj;4
1788;15;Nordsjælland;Superliga;1;13;Denmark;35305804;Molton Road (Sheldon Stadium);6
1790;15;Portsmouth;League One;4;14;England;896541;Ivy Lane;8
1792;15;Norwich City;Championship;2;14;England;524237;Ivy Lane;13
1793;15;Reading;League One;2;14;England;37438949;Molton Road (Sheldon Stadium);9
1794;15;Sheffield United;Premier League;3;14;England;10127;Ivy Lane;8
1795;15;Watford;Championship;2;14;England;455343;Ivy Lane;8
1796;15;Burnley;Premier League;1;14;England;236;Turf Moor;9
1797;15;Rotherham United;Championship;2;14;England;2733;Molton Road (Sheldon Stadium);3
1798;15;Milton Keynes Dons;League Two;3;14;England;25187743;Stadion Neder;6
1799;15;Crystal Palace;Premier League;1;14;England;460451;Selhurst Park;11
1800;15;Coventry City;Championship;3;14;England;455489;Molton Road (Sheldon Stadium);8
1801;15;Preston North End;Championship;3;14;England;8170;Ivy Lane;6
1802;15;Gillingham;League Two;3;14;England;3038;Court Lane;4
1803;15;Walsall;League Two;3;14;England;2133;Court Lane;4
1804;15;Bradford City;League Two;3;14;England;455458;Ivy Lane;5
1806;15;Stoke City;Championship;1;14;England;173023;Stoke City FC Stadium;14
1807;15;Sheffield Wednesday;Championship;2;14;England;384;Forest Park Stadium (Square Ground);7
1808;15;Brighton & Hove Albion;Premier League;2;14;England;127889;Molton Road (Sheldon Stadium);7
1809;15;Toulouse;Ligue 1;1;18;France;896551;Waldstadion (Fussballstadion);13
1812;15;US Créteil-Lusitanos;Ligue 2;2;18;France;101150;Euro Arena;2
1813;15;Niort;Ligue 2;2;18;France;98545;Euro Park;3
1814;15;Laval;Ligue 2;2;18;France;456483;Euro Arena;6
1815;15;Clermont;Ligue 1;2;18;France;530329;Town Park;7
1819;15;Saint-Étienne;Ligue 2;1;18;France;94064;Ivy Lane;15
1823;15;Nancy;Ligue 2;2;18;France;457906;Stade Municipal;10
1824;15;Eintracht Frankfurt;Bundesliga;1;21;Germany;51518;Waldstadion (Fussballstadion);12
1831;15;FC Union Berlin;Bundesliga;2;21;Germany;455712;Court Lane;8
1832;15;Karlsruher SC;2. Bundesliga;2;21;Germany;30044;Euro Arena;7
1837;15;Sampdoria;Serie B;1;27;Italy;127597;Stadion Europa (Generic Europe 2);11
1842;15;Cagliari;Serie A;1;27;Italy;128013;Arena del Centenario (Estadio del Pueblo);14
1843;15;Palermo;Serie B;1;27;Italy;127492;Stadio Classico;12
1844;15;Livorno;Serie B;2;27;Italy;;Stadion 23. Maj;10
1848;15;Bari 1908;Serie B;2;27;Italy;130912;Stadion Olympik;11
1853;15;Levante;La Liga 2;1;45;Spain;611;Stadio Classico;14
1854;15;Albacete;La Liga 2;2;45;Spain;533871;Estadio Nacional (El Medio);5
1860;15;Getafe;La Liga;1;45;Spain;455821;Stadio Classico;14
1861;15;Almería;La Liga;1;45;Spain;524461;Arena d'Oro;11
1867;15;Córdoba CF;La Liga 2;1;45;Spain;22859431;Stade Municipal;9
1871;15;Legia Warszawa;Ekstraklasa;1;37;Poland;896549;Waldstadion (Fussballstadion);9
1873;15;Wis?a Kraków;Ekstraklasa;1;37;Poland;458889;Stade Municipal;7
1876;15;River Plate;Liga Profesional;1;52;Argentina;468200;El Monumento (Estadio Latino);14
1877;15;Boca Juniors;Liga Profesional;1;52;Argentina;407742;La Bombonera;14
1878;15;Cruz Azul;Liga MX;1;83;Mexico;1552812;Stadio Classico;10
1879;15;América;Liga MX;1;83;Mexico;465533;Estadio Azteca;11
1880;15;Guadalajara;Liga MX;1;83;Mexico;37522906;Stadion Olympik;11
1881;15;Pumas UNAM;Liga MX;1;83;Mexico;37527066;El Monumento (Estadio Latino);9
1882;15;Toluca;Liga MX;1;83;Mexico;1552508;Stade Municipal;7
1884;15;Panathinaikos;Super League;1;22;Greece;11311416;Stadion Olympik;13
1886;15;Hungary;Friendly International;;23;Hungary;457036;Stadion Neder;7
1887;15;Vitória SC;Liga Portugal;1;38;Portugal;5159;Stade Municipal;12
1888;15;Gil Vicente;Liga Portugal;1;38;Portugal;1872907;Court Lane;6
1889;15;Belenenses;Liga Portugal;1;38;Portugal;20693917;Euro Arena;5
1891;15;Nacional;Liga Portugal;1;38;Portugal;1553351;Court Lane;11
