team_id;fifa_version;team_name;league_name;league_level;nationality_id;nationality_name;coach_id;home_stadium;international_prestige
10;20;Manchester City;Premier League;1;14;England;455361;Etihad Stadium;9
11;20;Manchester United;Premier League;1;14;England;456113;Old Trafford;7
12;20;Middlesbrough;Championship;2;14;England;37664674;Riverside Stadium;1
13;20;Newcastle United;Premier League;1;14;England;523911;St. James' Park;3
14;20;Nottingham Forest;Premier League;2;14;England;37250724;Forest Park Stadium (Square Ground);1
15;20;Queens Park Rangers;Championship;2;14;England;37633958;Kiyan Prince Foundation;1
17;20;Southampton;Championship;1;14;England;524297;St. Mary's Stadium;4
18;20;Tottenham Hotspur;Premier League;1;14;England;455384;Tottenham Hotspur Stadium;7
19;20;West Ham United;Premier League;1;14;England;455355;London Stadium;4
21;20;FC Bayern München;Bundesliga;1;21;Germany;458813;Sanderson Park (FIFA 13 NEW generic);9
22;20;Borussia Dortmund;Bundesliga;1;21;Germany;417317;Signal Iduna Park;7
23;20;Borussia Mönchengladbach;Bundesliga;1;21;Germany;460535;BORUSSIA-PARK;5
25;20;SC Freiburg;Bundesliga;1;21;Germany;460197;Ivy Lane;2
27;20;Hansa Rostock;2. Bundesliga;3;21;Germany;460205;Stade Municipal;1
28;20;Hamburger SV;2. Bundesliga;2;21;Germany;1552477;Volksparkstadion;3
29;20;Kaiserslautern;2. Bundesliga;3;21;Germany;896509;Stadion Europa (Generic Europe 2);1
31;20;FC Köln;Bundesliga;1;21;Germany;29676;RheinEnergieStadion;3
32;20;Bayer 04 Leverkusen;Bundesliga;1;21;Germany;511;BayArena;6
33;20;1860 München;3. Liga;3;21;Germany;456450;Town Park;1
34;20;Schalke 04;2. Bundesliga;1;21;Germany;37336957;Veltins-Arena;6
36;20;VfB Stuttgart;Bundesliga;2;21;Germany;45305;Mercedes-Benz Arena (Stuttgart);3
38;20;Werder Bremen;Bundesliga;1;21;Germany;20693423;Wohninvest Weserstadion;4
39;20;Atalanta;Serie A;1;27;Italy;456038;Stadio Classico;3
44;20;Inter;Serie A;1;27;Italy;128160;San Siro;7
45;20;Juventus;Serie A;1;27;Italy;455957;;10
46;20;Lazio;Serie A;1;27;Italy;455926;Stadio Olimpico;6
47;20;Milan;Serie A;1;27;Italy;459100;San Siro;7
48;20;Napoli;Serie A;1;27;Italy;523897;Stadion Olympik;7
50;20;Parma;Serie B;1;27;Italy;130528;Arena d'Oro;2
52;20;Roma;Serie A;1;27;Italy;455375;Stadio Olimpico;7
54;20;Torino;Serie A;1;27;Italy;127980;O Dromo;4
55;20;Udinese;Serie A;1;27;Italy;1553200;Stadion Neder;3
57;20;Auxerre;Ligue 2;2;18;France;524286;Forest Park Stadium (Square Ground);1
59;20;Bordeaux;Ligue 2;1;18;France;529830;Waldstadion (Fussballstadion);3
62;20;Guingamp;Ligue 2;2;18;France;94341;Court Lane;1
64;20;Lens;Ligue 1;2;18;France;896608;Ivy Lane;1
65;20;Lille;Ligue 1;1;18;France;455945;Sanderson Park (FIFA 13 NEW generic);4
66;20;Olympique Lyonnais;Ligue 1;1;18;France;37438919;Groupama Stadium;6
68;20;Metz;Ligue 1;1;18;France;2158433;Forest Park Stadium (Square Ground);1
69;20;Monaco;Ligue 1;1;18;France;2158189;Euro Arena;6
70;20;Montpellier;Ligue 1;1;18;France;464744;Forest Park Stadium (Square Ground);2
71;20;Nantes;Ligue 1;1;18;France;459054;Estadio de las Artes (Generic Stadium NG);2
72;20;Nice;Ligue 1;1;18;France;455672;Waldstadion (Fussballstadion);3
73;20;Paris Saint Germain;Ligue 1;1;18;France;524011;Parc des Princes;9
74;20;Rennes;Ligue 1;1;18;France;523953;Stade Municipal;3
76;20;Strasbourg;Ligue 1;1;18;France;527346;Stade Municipal;1
77;20;Aberdeen;Premiership;1;42;Scotland;1621;Ivy Lane;2
78;20;Celtic;Premiership;1;42;Scotland;896805;Eastpoint Arena (Football Ground);4
80;20;Hearts;Premiership;1;42;Scotland;5097;Ivy Lane;1
81;20;Hibernian;Premiership;1;42;Scotland;1600;Ivy Lane;1
82;20;Kilmarnock;Premiership;1;42;Scotland;896462;Ivy Lane;1
83;20;Motherwell;Premiership;1;42;Scotland;171878;Ivy Lane;1
86;20;Rangers;Premiership;1;42;Scotland;23237;Eastpoint Arena (Football Ground);3
88;20;Birmingham City;Championship;2;14;England;2146;Stade Municipal;1
89;20;Charlton Athletic;League One;2;14;England;37386304;Forest Park Stadium (Square Ground);1
91;20;Derby County;League One;2;14;England;3311;Molton Road (Sheldon Stadium);1
92;20;Grimsby Town;League Two;4;14;England;17867632;Town Park;1
94;20;Ipswich Town;Championship;3;14;England;37524146;Ivy Lane;1
95;20;Leicester City;Championship;1;14;England;896460;King Power Stadium;6
97;20;Millwall;Championship;2;14;England;455453;Ivy Lane;1
106;20;Sunderland;Championship;3;14;England;455344;Stadium of Light;2
109;20;West Bromwich Albion;Championship;2;14;England;37453069;The Hawthorns;1
110;20;Wolverhampton Wanderers;Premier League;1;14;England;1198;Molineux Stadium;2
121;20;Crewe Alexandra;League Two;4;14;England;37629634;Court Lane;1
127;20;Shrewsbury Town;League One;3;14;England;5332015;Court Lane;1
142;20;Doncaster Rovers;League Two;3;14;England;607;Molton Road (Sheldon Stadium);1
143;20;Exeter City;League One;4;14;England;10629;Town Park;1
144;20;Fulham;Premier League;2;14;England;455424;Craven Cottage;1
149;20;Lincoln City;League One;3;14;England;2198;Crown Lane;1
159;20;DSC Arminia Bielefeld;3. Liga;2;21;Germany;37575668;Ivy Lane;1
160;20;VfL Bochum 1848;Bundesliga;2;21;Germany;526236;Stadion Neder;1
165;20;SpVgg Greuther Fürth;2. Bundesliga;2;21;Germany;197165;Court Lane;1
166;20;Hertha BSC;2. Bundesliga;1;21;Germany;458610;Olympiastadion;4
167;20;Uerdingen;3. Liga;3;21;Germany;30572;Düsseldorf-Arena;1
169;20;FSV Mainz 05;Bundesliga;1;21;Germany;29535;Opel Arena;3
171;20;Nürnberg;2. Bundesliga;2;21;Germany;523936;Max-Morlock-Stadion;1
172;20;Unterhaching;3. Liga;3;21;Germany;30996;Town Park;1
175;20;VfL Wolfsburg;Bundesliga;1;21;Germany;524537;Volkswagen Arena;4
184;20;Hamilton Academical;Premiership;1;42;Scotland;1452147;Town Park;1
189;20;Bologna;Serie A;1;27;Italy;95726;Euro Arena;2
190;20;Brescia;Serie B;1;27;Italy;1452340;Stadion 23. Maj;2
191;20;Salzburg;Bundesliga;1;4;Austria;30314;Waldstadion (Fussballstadion);6
192;20;Chievo;Serie B;2;27;Italy;456552;O Dromo;2
199;20;Perugia;Serie B;2;27;Italy;468798;Crown Lane;1
200;20;Pescara;Serie B;2;27;Italy;1872679;Stadion 23. Maj;1
205;20;Venezia;Serie B;2;27;Italy;16827150;Crown Lane;1
206;20;Hellas Verona;Serie A;1;27;Italy;22877956;O Dromo;1
209;20;Sturm Graz;Bundesliga;1;4;Austria;1452203;Stadion Neder;3
210;20;Caen;Ligue 2;2;18;France;456153;Stade Municipal;1
211;20;Dinamo Zagreb;1. HNL;;10;Croatia;474483;Euro Arena;4
212;20;Châteauroux;Ligue 2;2;18;France;2510462;Court Lane;1
217;20;Lorient;Ligue 1;2;18;France;529482;Molton Road (Sheldon Stadium);1
219;20;Olympique de Marseille;Ligue 1;1;18;France;407845;Orange Vélodrome;5
224;20;Nîmes;Ligue 2;1;18;France;464864;Crown Lane;1
226;20;Sochaux;Ligue 2;2;18;France;97208;Waldstadion (Fussballstadion);1
229;20;Anderlecht;Jupiler Pro League;1;7;Belgium;1030184;Waldstadion (Fussballstadion);7
230;20;Antwerp;Jupiler Pro League;1;7;Belgium;24381;Court Lane;1
231;20;Club Brugge;Jupiler Pro League;1;7;Belgium;121;Waldstadion (Fussballstadion);5
232;20;Standard Liège;Jupiler Pro League;1;7;Belgium;455793;Waldstadion (Fussballstadion);4
234;20;Benfica;Liga Portugal;1;38;Portugal;883017;Waldstadion (Fussballstadion);7
236;20;Porto;Liga Portugal;1;38;Portugal;523928;Estadio de las Artes (Generic Stadium NG);7
237;20;Sporting CP;Liga Portugal;1;38;Portugal;158158;Waldstadion (Fussballstadion);4
240;20;Atlético Madrid;La Liga;1;45;Spain;452946;Wanda Metropolitano;9
241;20;FC Barcelona;La Liga;1;45;Spain;184942;El Libertador (La Bombastico);10
242;20;Deportivo de La Coruña;La Liga 2;2;45;Spain;27462686;Estadio ABANCA-Riazor;2
243;20;Real Madrid;La Liga;1;45;Spain;455800;Estadio Santiago Bernabéu;10
244;20;Real Zaragoza;La Liga 2;2;45;Spain;37552521;El Libertador (La Bombastico);1
245;20;Ajax;Eredivisie;1;34;Netherlands;23435;Johan Cruijff ArenA;7
246;20;Feyenoord;Eredivisie;1;34;Netherlands;23180;Eastpoint Arena (Football Ground);3
247;20;PSV;Eredivisie;1;34;Netherlands;30963;Waldstadion (Fussballstadion);5
252;20;LASK Linz;Bundesliga;1;4;Austria;15062004;Court Lane;1
254;20;Rapid Wien;Bundesliga;1;4;Austria;51306;Molton Road (Sheldon Stadium);4
256;20;Austria Wien;Bundesliga;1;4;Austria;37575021;Stade Municipal;4
260;20;Tenerife;La Liga 2;2;45;Spain;455944;Estadio Presidente G.Lopes;1
266;20;Slavia Praha;Fortuna Liga;1;12;Czech Republic;455705;Stade Municipal;4
267;20;Sparta Praha;Fortuna Liga;1;12;Czech Republic;82974;Waldstadion (Fussballstadion);4
269;20;Brøndby;Superliga;1;13;Denmark;896137;Waldstadion (Fussballstadion);2
270;20;Silkeborg;Superliga;1;13;Denmark;457779;Molton Road (Sheldon Stadium);1
271;20;AGF;Superliga;1;13;Denmark;524374;Euro Arena;1
272;20;OB;Superliga;1;13;Denmark;465296;Court Lane;1
278;20;AEK Athens;Super League;;22;Greece;896756;Stadion Olympik;2
280;20;Olympiakos Piraeus;Super League;;22;Greece;455493;Waldstadion (Fussballstadion);5
294;20;Troyes;Ligue 2;2;18;France;1477272;Forest Park Stadium (Square Ground);1
298;20;Rosenborg;Eliteserien;1;36;Norway;18567633;Forest Park Stadium (Square Ground);4
299;20;Lillestrøm;Eliteserien;1;36;Norway;458681;Crown Lane;1
300;20;Viking;Eliteserien;1;36;Norway;37571867;Stadion Neder;1
305;20;Bohemians;Premier Division;1;25;Republic of Ireland;1182371;Town Park;1
306;20;Shamrock Rovers;Premier Division;1;25;Republic of Ireland;120775;Town Park;2
308;20;Universitatea Craiova;Liga 1;1;39;Romania;163743;Sanderson Park (FIFA 13 NEW generic);4
315;20;CSKA Moskva;Premier League;;40;Russia;3181403;Stadion Europa (Generic Europe 2);7
319;20;IFK Göteborg;Allsvenskan;1;46;Sweden;452689;Stadion Neder;1
320;20;Malmö FF;Allsvenskan;1;46;Sweden;474444;Stade Municipal;4
324;20;Servette;Super League;1;47;Switzerland;19980296;Stadion Neder;3
325;20;Galatasaray;Super Lig;1;48;Turkey;199988;Sanderson Park (FIFA 13 NEW generic);7
326;20;Fenerbahçe;Super Lig;1;48;Turkey;523923;Waldstadion (Fussballstadion);7
327;20;Be?ikta?;Super Lig;1;48;Turkey;896570;Waldstadion (Fussballstadion);7
347;20;Lecce;Serie A;1;27;Italy;455848;Estadio Presidente G.Lopes;1
357;20;Morecambe;League Two;4;14;England;524027;Town Park;1
361;20;Stevenage;League One;4;14;England;524208;Town Park;1
378;20;Brest;Ligue 1;1;18;France;456603;Crown Lane;1
379;20;Stade de Reims;Ligue 1;1;18;France;523909;Stade Municipal;1
393;20;PAOK;Super League;;22;Greece;458545;Estadio Nacional (El Medio);4
417;20;Molde;Eliteserien;1;36;Norway;32396043;Stadion Neder;2
418;20;Tromsø;Eliteserien;1;36;Norway;469995;Town Park;1
420;20;Górnik Zabrze;Ekstraklasa;1;37;Poland;20693356;Stadion Europa (Generic Europe 2);2
422;20;Cork City;Premier Division;1;25;Republic of Ireland;2615;Town Park;2
423;20;St Patrick's;Premier Division;1;25;Republic of Ireland;121795;Town Park;1
432;20;Helsingborg;Allsvenskan;1;46;Sweden;51459;Molton Road (Sheldon Stadium);1
433;20;AIK;Allsvenskan;1;46;Sweden;184993;Waldstadion (Fussballstadion);3
435;20;Neuchâtel Xamax FCS;Super League;1;47;Switzerland;459075;Molton Road (Sheldon Stadium);2
436;20;Trabzonspor;Super Lig;1;48;Turkey;460597;Euro Arena;5
445;20;Derry City;Premier Division;1;25;Republic of Ireland;120315;Town Park;1
448;20;Athletic Club;La Liga;1;45;Spain;470943;Estadio San Mamés;6
449;20;Real Betis;La Liga;1;45;Spain;523898;Estadio Benito Villamarín;2
450;20;Celta de Vigo;La Liga;1;45;Spain;251872;Estadio Abanca-Balaídos;4
452;20;Espanyol;La Liga 2;1;45;Spain;466541;RCDE Stadium;2
453;20;Mallorca;La Liga;1;45;Spain;896798;Euro Arena;1
456;20;Racing Santander;La Liga 2;2;45;Spain;524660;Stade Municipal;1
457;20;Real Sociedad;La Liga;1;45;Spain;530755;Reale Arena;3
459;20;Sporting Gijón;La Liga 2;2;45;Spain;896649;Stade Municipal;1
461;20;Valencia;La Liga;1;45;Spain;127965;Estadio Mestalla;6
462;20;Real Valladolid;La Liga 2;1;45;Spain;1068543;Estadio José Zorrilla;1
463;20;Deportivo Alavés;La Liga;1;45;Spain;16111977;Estadio de Mendizorroza;1
467;20;SD Eibar;La Liga 2;1;45;Spain;883095;Municipal de Ipurua;1
468;20;Elche;La Liga 2;2;45;Spain;467859;El Libertador (La Bombastico);1
469;20;Extremadura UD;La Liga 2;2;45;Spain;31616447;Town Park;1
472;20;Las Palmas;La Liga;2;45;Spain;7330518;Estadio de Gran Canaria;1
477;20;CD Numancia;La Liga 2;2;45;Spain;32405547;Stadion Neder;1
479;20;Osasuna;La Liga;1;45;Spain;456423;Ivy Lane;1
480;20;Rayo Vallecano;La Liga;2;45;Spain;19960388;Estadio de Vallecas;1
481;20;Sevilla;La Liga;1;45;Spain;456014;Ramón Sánchez-Pizjuán;7
483;20;Villarreal;La Liga;1;45;Spain;455907;Estadio de la Cerámica;7
485;20;Hannover 96;2. Bundesliga;2;21;Germany;33182;HDI-Arena;3
487;20;Osnabrück;2. Bundesliga;2;21;Germany;35472;Court Lane;1
492;20;Wehen Wiesbaden;2. Bundesliga;2;21;Germany;896508;Stadion Neder;1
503;20;Dynamo Dresden;3. Liga;2;21;Germany;344426;Stadion Neder;1
506;20;Erzgebirge Aue;3. Liga;2;21;Germany;29740;Stadion Neder;1
507;20;Chemnitzer FC;3. Liga;3;21;Germany;20691920;Stadion Neder;1
517;20;Botafogo;Serie A;1;54;Brazil;464141;O Dromo;4
531;20;Preußen Münster;3. Liga;3;21;Germany;1552555;Euro Park;1
543;20;Jahn Regensburg;3. Liga;2;21;Germany;35564;Molton Road (Sheldon Stadium);1
561;20;Forest Green Rovers;League Two;4;14;England;458688;Town Park;1
563;20;Sligo Rovers;Premier Division;1;25;Republic of Ireland;120469;Town Park;1
567;20;Fluminense;Serie A;1;54;Brazil;459133;O Dromo;4
568;20;Cruzeiro;Serie A;1;54;Brazil;186071;O Dromo;6
573;20;Málaga;La Liga 2;2;45;Spain;455648;Estadio La Rosaleda;2
576;20;Holstein Kiel;2. Bundesliga;2;21;Germany;35399;Crown Lane;1
605;20;Al Hilal;Pro League;1;183;Saudi Arabia;1552810;King Fahd International Stadium;7
607;20;Al Ittihad;Pro League;1;183;Saudi Arabia;455991;King Abdullah Sports City;5
614;20;Ajaccio;Ligue 2;2;18;France;455815;Crown Lane;1
621;20;Livingston;Premiership;1;42;Scotland;19256146;Town Park;1
631;20;Ross County;Premiership;1;42;Scotland;6971069;Town Park;1
634;20;Fortuna Sittard;Eredivisie;1;34;Netherlands;456646;Molton Road (Sheldon Stadium);1
650;20;ADO Den Haag;Eredivisie;1;34;Netherlands;497;Molton Road (Sheldon Stadium);1
665;20;Vitória de Setúbal;Liga Portugal;1;38;Portugal;1552921;Arena d'Oro;1
666;20;Desportivo das Aves;Liga Portugal;1;38;Portugal;;Euro Park;1
670;20;Sporting Charleroi;Jupiler Pro League;1;7;Belgium;37575018;Court Lane;2
673;20;Genk;Jupiler Pro League;1;7;Belgium;3533861;Waldstadion (Fussballstadion);4
674;20;Gent;Jupiler Pro League;1;7;Belgium;896519;Stadion Neder;5
680;20;Sint-Truiden;Jupiler Pro League;1;7;Belgium;459717;Forest Park Stadium (Square Ground);1
682;20;KV Oostende;Jupiler Pro League;1;7;Belgium;1030203;Court Lane;2
687;20;Columbus Crew;Major League Soccer;1;95;United States;429924;Arena del Centenario (Estadio del Pueblo);2
688;20;DC United;Major League Soccer;1;95;United States;579;Estadio Presidente G.Lopes;3
689;20;New York RB;Major League Soccer;1;95;United States;1854915;Red Bull Arena (New Jersey);4
691;20;New England;Major League Soccer;1;95;United States;474428;El Libertador (La Bombastico);3
693;20;Chicago Fire;Major League Soccer;1;95;United States;261388;Crown Lane;1
694;20;Colorado Rapids;Major League Soccer;1;95;United States;20326070;Euro Arena;1
695;20;Dallas;Major League Soccer;1;95;United States;37608726;Crown Lane;2
696;20;Sporting Kansas City;Major League Soccer;1;95;United States;524398;Stadion Neder;2
697;20;LA Galaxy;Major League Soccer;1;95;United States;516577;Dignity Health Sports Park;6
698;20;Houston Dynamo;Major League Soccer;1;95;United States;37430442;Stadion Neder;2
700;20;Elfsborg;Allsvenskan;1;46;Sweden;457107;Stade Municipal;1
702;20;Norrköping;Allsvenskan;1;46;Sweden;459045;Stade Municipal;1
705;20;Örebro;Allsvenskan;1;46;Sweden;189622;Crown Lane;1
708;20;Hammarby;Allsvenskan;1;46;Sweden;18932187;Sanderson Park (FIFA 13 NEW generic);1
710;20;Djurgården;Allsvenskan;1;46;Sweden;37528432;Sanderson Park (FIFA 13 NEW generic);1
711;20;Häcken;Allsvenskan;1;46;Sweden;896740;Stadion Neder;1
741;20;Antalyaspor;Super Lig;1;48;Turkey;4115;Stadion Olympik;3
744;20;Rio Ave;Liga Portugal;1;38;Portugal;1553235;Arena d'Oro;2
753;20;Waterford United;Premier Division;1;25;Republic of Ireland;29720398;Euro Park;1
819;20;København;Superliga;1;13;Denmark;117955;Waldstadion (Fussballstadion);4
820;20;AaB;Superliga;1;13;Denmark;24065134;Court Lane;1
837;20;Dundalk;Premier Division;1;25;Republic of Ireland;12393693;Town Park;2
873;20;Lech Pozna?;Ekstraklasa;1;37;Poland;523929;Sanderson Park (FIFA 13 NEW generic);5
894;20;Zürich;Super League;1;47;Switzerland;518875;Euro Arena;4
896;20;Basel;Super League;1;47;Switzerland;29612;Waldstadion (Fussballstadion);6
897;20;Luzern;Super League;1;47;Switzerland;127536;Molton Road (Sheldon Stadium);3
898;20;St. Gallen;Super League;1;47;Switzerland;455701;Stadion Neder;4
900;20;Young Boys;Super League;1;47;Switzerland;407770;Waldstadion (Fussballstadion);4
917;20;Stabæk;Eliteserien;1;36;Norway;455941;Euro Park;1
918;20;Bodø / Glimt;Eliteserien;1;36;Norway;452732;Town Park;1
919;20;Brann;Eliteserien;1;36;Norway;152235;Molton Road (Sheldon Stadium);1
920;20;Vålerenga;Eliteserien;1;36;Norway;456414;Ivy Lane;1
922;20;Strømsgodset;Eliteserien;1;36;Norway;37524364;Crown Lane;1
981;20;Seongnam;K League 1;1;167;Korea Republic;37656417;Euro Arena;2
982;20;Seoul;K League 1;1;167;Korea Republic;37523318;Stadion Olympik;7
983;20;Suwon Bluewings;K League 1;1;167;Korea Republic;22536116;Estadio de las Artes (Generic Stadium NG);5
1013;20;San Lorenzo;Liga Profesional;1;52;Argentina;34492065;El Libertador (La Bombastico);8
1028;20;Monarcas Morelia;Liga MX;1;83;Mexico;251906;Estadio Presidente G.Lopes;5
1032;20;Monterrey;Liga MX;1;83;Mexico;896767;Sanderson Park (FIFA 13 NEW generic);9
1035;20;Atlético Mineiro;Serie A;1;54;Brazil;526194;Stade Municipal;8
1039;20;Athletico Paranaense;Serie A;1;54;Brazil;452916;Stade Municipal;3
1048;20;Internacional;Serie A;1;54;Brazil;459701;O Dromo;6
1053;20;Santos;Serie A;1;54;Brazil;37662210;Arena del Centenario (Estadio del Pueblo);8
1318;20;England;Friendly International;;14;England;474589;Wembley Stadium;8
1322;20;Austria;Friendly International;;4;Austria;19960383;Stadion Olympik;4
1325;20;Belgium;Friendly International;;7;Belgium;474796;Stadion Olympik;7
1327;20;Bulgaria;Friendly International;;9;Bulgaria;7714354;Euro Arena;5
1330;20;Czech Republic;Friendly International;;12;Czech Republic;524176;Stadion Neder;5
1331;20;Denmark;Friendly International;;13;Denmark;458506;Waldstadion (Fussballstadion);5
1334;20;Finland;Friendly International;;17;Finland;474417;Stadion Olympik;3
1335;20;France;Friendly International;;18;France;474616;Parc des Princes;10
1337;20;Germany;Friendly International;;21;Germany;37352367;Olympiastadion;10
1338;20;Greece;Friendly International;;22;Greece;467464;Stadion Neder;6
1341;20;Iceland;Friendly International;;24;Iceland;23990;Euro Arena;3
1343;20;Italy;Friendly International;;27;Italy;784486;Stadio Olimpico;9
1352;20;Norway;Friendly International;;36;Norway;523962;Eastpoint Arena (Football Ground);3
1353;20;Poland;Friendly International;;37;Poland;458563;Sanderson Park (FIFA 13 NEW generic);5
1354;20;Portugal;Friendly International;;38;Portugal;896314;Waldstadion (Fussballstadion);8
1355;20;Republic of Ireland;Friendly International;;25;Republic of Ireland;536978;Sanderson Park (FIFA 13 NEW generic);5
1356;20;Romania;Friendly International;;39;Romania;883002;Waldstadion (Fussballstadion);5
1357;20;Russia;Friendly International;;40;Russia;10264954;Otkritie Arena;6
1359;20;Scotland;Friendly International;;42;Scotland;6983788;Stadion Olympik;4
1361;20;Slovenia;Friendly International;;44;Slovenia;459651;Molton Road (Sheldon Stadium);5
1362;20;Spain;Friendly International;;45;Spain;523959;Estadio Santiago Bernabéu;9
1363;20;Sweden;Friendly International;;46;Sweden;474427;Forest Park Stadium (Square Ground);5
1364;20;Switzerland;Friendly International;;47;Switzerland;461203;Waldstadion (Fussballstadion);5
1365;20;Turkey;Friendly International;;48;Turkey;896131;Atatürk Olimpiyat Stad?;6
1367;20;Wales;Friendly International;;50;Wales;896501;Cardiff City Stadium;4
1369;20;Argentina;Friendly International;;52;Argentina;127611;El Monumento (Estadio Latino);9
1370;20;Brazil;Friendly International;;54;Brazil;474720;O Dromo;10
1375;20;Paraguay;Friendly International;;58;Paraguay;455898;Stadio Classico;4
1377;20;Uruguay;Friendly International;;60;Uruguay;896757;El Monumento (Estadio Latino);7
1386;20;Mexico;Friendly International;;83;Mexico;896771;Estadio Azteca;7
1387;20;United States;Friendly International;;95;United States;455860;Dignity Health Sports Park;6
1395;20;Cameroon;Friendly International;;103;Cameroon;200087;Aloha Park (Generic Oceania 2);5
1413;20;China PR;Friendly International;;155;China PR;896517;Stadion Olympik;3
1415;20;Australia;Friendly International;;195;Australia;1525420;Stadion Hanguk;5
1438;20;Santa Clara;Liga Portugal;1;38;Portugal;37524256;Euro Park;1
1439;20;Kalmar;Allsvenskan;1;46;Sweden;189541;Molton Road (Sheldon Stadium);1
1445;20;Esbjerg fB;Superliga;1;13;Denmark;5283402;Stadion Neder;1
1446;20;Horsens;Superliga;1;13;Denmark;16845924;Molton Road (Sheldon Stadium);1
1447;20;SønderjyskE;Superliga;1;13;Denmark;82956;Town Park;1
1456;20;Odd;Eliteserien;1;36;Norway;37430188;Ivy Lane;2
1457;20;Denizlispor;Super Lig;1;48;Turkey;455975;Stadion 23. Maj;2
1463;20;Haugesund;Eliteserien;1;36;Norway;6972209;Town Park;2
1473;20;Ulsan;K League 1;1;167;Korea Republic;452818;Stadion Hanguk;6
1474;20;Pohang Steelers;K League 1;1;167;Korea Republic;319508;Stadion Hanguk;5
1477;20;Jeonbuk Motors;K League 1;1;167;Korea Republic;319820;Stadion Hanguk;6
1478;20;Jeju United;K League 1;1;167;Korea Republic;942499;Estadio de las Artes (Generic Stadium NG);2
1480;20;Carlisle United;League One;4;14;England;37354684;Crown Lane;1
1516;20;Midtjylland;Superliga;1;13;Denmark;37354876;Stadion Neder;3
1530;20;Angers SCO;Ligue 2;1;18;France;37331744;Forest Park Stadium (Square Ground);1
1569;20;Wis?a P?ock;Ekstraklasa;1;37;Poland;153980;Stadion 23. Maj;2
1596;20;GIF Sundsvall;Allsvenskan;1;46;Sweden;7689026;Crown Lane;1
1598;20;Bahia;Serie A;1;54;Brazil;34367117;Estadio de las Artes (Generic Stadium NG);3
1629;20;Grêmio;Serie A;1;54;Brazil;459064;Sanderson Park (FIFA 13 NEW generic);8
1715;20;FC Thun;Super League;1;47;Switzerland;468615;Molton Road (Sheldon Stadium);3
1738;20;Le Havre;Ligue 1;2;18;France;3187813;Waldstadion (Fussballstadion);1
1739;20;Le Mans FC;Ligue 2;2;18;France;94105;Molton Road (Sheldon Stadium);1
1746;20;Empoli;Serie A;2;27;Italy;127616;Euro Arena;1
1750;20;Cercle Brugge;Jupiler Pro League;1;7;Belgium;35279764;Waldstadion (Fussballstadion);3
1785;20;SV Mattersburg;Bundesliga;1;4;Austria;37253370;Town Park;3
1786;20;Randers;Superliga;1;13;Denmark;457649;Stadion 23. Maj;1
1788;20;Nordsjælland;Superliga;1;13;Denmark;35305804;Molton Road (Sheldon Stadium);1
1790;20;Portsmouth;League One;3;14;England;896541;Fratton Park;2
1792;20;Norwich City;Championship;1;14;England;524237;Carrow Road;1
1793;20;Reading;League One;2;14;England;37438949;Molton Road (Sheldon Stadium);1
1794;20;Sheffield United;Premier League;1;14;England;10127;Bramall Lane;1
1795;20;Watford;Championship;1;14;England;455343;Vicarage Road;3
1796;20;Burnley;Premier League;1;14;England;236;Turf Moor;1
1797;20;Rotherham United;Championship;3;14;England;2733;Molton Road (Sheldon Stadium);1
1798;20;Milton Keynes Dons;League Two;3;14;England;25187743;Molton Road (Sheldon Stadium);1
1799;20;Crystal Palace;Premier League;1;14;England;460451;Selhurst Park;2
1800;20;Coventry City;Championship;3;14;England;455489;Molton Road (Sheldon Stadium);1
1801;20;Preston North End;Championship;2;14;England;8170;Ivy Lane;1
1802;20;Gillingham;League Two;3;14;England;3038;Court Lane;1
1803;20;Walsall;League Two;4;14;England;2133;Court Lane;1
1804;20;Bradford City;League Two;4;14;England;455458;Ivy Lane;1
1805;20;Grenoble Foot 38;Ligue 2;2;18;France;94233;Waldstadion (Fussballstadion);1
1806;20;Stoke City;Championship;2;14;England;173023;Stoke City FC Stadium;1
1807;20;Sheffield Wednesday;Championship;2;14;England;384;Forest Park Stadium (Square Ground);1
1808;20;Brighton & Hove Albion;Premier League;1;14;England;127889;The Amex Stadium;1
1809;20;Toulouse;Ligue 1;1;18;France;896551;Stadion Europa (Generic Europe 2);1
1813;20;Niort;Ligue 2;2;18;France;98545;Euro Arena;1
1815;20;Clermont;Ligue 1;2;18;France;530329;Euro Park;1
1816;20;Amiens SC;Ligue 2;1;18;France;460151;Stadion Neder;1
1819;20;Saint-Étienne;Ligue 2;1;18;France;94064;Ivy Lane;3
1823;20;Nancy;Ligue 2;2;18;France;457906;Stade Municipal;1
1824;20;Eintracht Frankfurt;Bundesliga;1;21;Germany;51518;Deutsche Bank Park;5
1825;20;MSV Duisburg;3. Liga;3;21;Germany;460646;Waldstadion (Fussballstadion);1
1831;20;FC Union Berlin;Bundesliga;1;21;Germany;455712;Court Lane;1
1832;20;Karlsruher SC;2. Bundesliga;2;21;Germany;30044;Euro Arena;1
1837;20;Sampdoria;Serie B;1;27;Italy;127597;Stadion Europa (Generic Europe 2);3
1842;20;Cagliari;Serie A;1;27;Italy;128013;Estadio Presidente G.Lopes;1
1844;20;Livorno;Serie B;2;27;Italy;;Stadion 23. Maj;1
1847;20;Ascoli;Serie B;2;27;Italy;128211;Arena d'Oro;1
1853;20;Levante;La Liga 2;1;45;Spain;611;Estadio Ciutat de València;1
